objectid,event_dow,event_type,apprehension_made,hood_158_loc
18343,Wednesday,Suicide-related,No,18
18344,Wednesday,Person in Crisis,No,100
18345,Wednesday,Person in Crisis,No,78
18346,Wednesday,Person in Crisis,Yes,154
18347,Wednesday,Person in Crisis,No,55
18348,Wednesday,Person in Crisis,No,174
18349,Wednesday,Suicide-related,No,158
18350,Wednesday,Suicide-related,No,94
18351,Wednesday,Person in Crisis,No,39
18352,Wednesday,Person in Crisis,No,81
18353,Wednesday,Person in Crisis,No,174
18354,Wednesday,Person in Crisis,No,90
18355,Wednesday,Person in Crisis,No,113
18356,Wednesday,Suicide-related,No,100
18357,Wednesday,Person in Crisis,No,163
18358,Wednesday,Person in Crisis,No,164
18359,Wednesday,Person in Crisis,Yes,67
18360,Wednesday,Person in Crisis,No,52
18361,Wednesday,Suicide-related,No,88
18362,Wednesday,Person in Crisis,No,162
18363,Wednesday,Person in Crisis,Yes,78
18364,Wednesday,Person in Crisis,No,83
18365,Wednesday,Person in Crisis,Yes,37
18366,Wednesday,Person in Crisis,No,129
18367,Wednesday,Person in Crisis,No,73
18368,Wednesday,Person in Crisis,Yes,150
18369,Wednesday,Person in Crisis,No,80
18370,Wednesday,Person in Crisis,No,95
18371,Wednesday,Suicide-related,No,46
18372,Wednesday,Person in Crisis,No,169
18373,Wednesday,Person in Crisis,No,110
18374,Wednesday,Person in Crisis,No,141
18375,Wednesday,Person in Crisis,No,1
18376,Wednesday,Overdose,No,1
18377,Wednesday,Person in Crisis,No,150
18378,Wednesday,Person in Crisis,No,73
18379,Wednesday,Person in Crisis,Yes,163
18380,Wednesday,Person in Crisis,No,68
18381,Wednesday,Person in Crisis,No,119
18382,Wednesday,Person in Crisis,Yes,94
18383,Wednesday,Person in Crisis,No,6
18384,Wednesday,Overdose,No,162
18385,Wednesday,Person in Crisis,No,24
18386,Wednesday,Person in Crisis,No,73
18387,Wednesday,Overdose,No,162
18388,Wednesday,Person in Crisis,No,99
18389,Wednesday,Person in Crisis,No,113
18390,Wednesday,Suicide-related,No,169
18391,Wednesday,Suicide-related,No,169
18392,Wednesday,Person in Crisis,No,50
18393,Wednesday,Suicide-related,No,81
18394,Wednesday,Person in Crisis,No,90
18395,Wednesday,Person in Crisis,Yes,133
18396,Wednesday,Person in Crisis,No,170
18397,Wednesday,Person in Crisis,No,59
18398,Thursday,Person in Crisis,Yes,162
18399,Thursday,Person in Crisis,No,141
18400,Thursday,Person in Crisis,Yes,22
18401,Thursday,Person in Crisis,No,85
18402,Thursday,Person in Crisis,Yes,92
18403,Thursday,Person in Crisis,No,25
18404,Thursday,Person in Crisis,No,100
18405,Thursday,Person in Crisis,No,72
18406,Thursday,Suicide-related,No,163
18407,Thursday,Suicide-related,No,16
18408,Thursday,Person in Crisis,No,174
18409,Thursday,Suicide-related,No,73
18410,Thursday,Person in Crisis,No,87
18411,Thursday,Person in Crisis,No,73
18412,Thursday,Person in Crisis,No,85
18413,Thursday,Suicide-related,Yes,154
18414,Thursday,Overdose,No,154
18415,Thursday,Person in Crisis,No,128
18416,Thursday,Suicide-related,No,36
18417,Thursday,Suicide-related,No,143
18418,Thursday,Overdose,No,1
18419,Thursday,Person in Crisis,No,18
18420,Thursday,Person in Crisis,No,78
18421,Thursday,Person in Crisis,No,85
18422,Thursday,Suicide-related,No,50
18423,Thursday,Person in Crisis,No,128
18424,Thursday,Suicide-related,No,31
18425,Thursday,Person in Crisis,Yes,52
18426,Thursday,Person in Crisis,No,99
18427,Thursday,Person in Crisis,No,68
18428,Thursday,Suicide-related,No,88
18429,Thursday,Suicide-related,No,27
18430,Thursday,Person in Crisis,No,150
18431,Thursday,Person in Crisis,No,167
18432,Thursday,Person in Crisis,No,163
18433,Thursday,Suicide-related,No,167
18434,Thursday,Person in Crisis,No,62
18435,Thursday,Person in Crisis,Yes,118
18436,Thursday,Person in Crisis,No,168
18437,Thursday,Person in Crisis,No,115
18438,Thursday,Suicide-related,No,168
18439,Thursday,Person in Crisis,No,107
18440,Thursday,Overdose,No,81
18441,Thursday,Person in Crisis,No,35
18442,Thursday,Suicide-related,No,141
18443,Thursday,Person in Crisis,No,37
18444,Thursday,Suicide-related,No,168
18445,Thursday,Person in Crisis,No,68
18446,Thursday,Person in Crisis,Yes,84
18447,Thursday,Suicide-related,No,36
18448,Thursday,Suicide-related,Yes,59
18449,Thursday,Person in Crisis,Yes,27
18450,Thursday,Overdose,Yes,105
18451,Thursday,Person in Crisis,Yes,170
18452,Thursday,Suicide-related,No,31
18453,Thursday,Person in Crisis,No,78
18455,Thursday,Suicide-related,No,2
18456,Thursday,Person in Crisis,No,136
18457,Thursday,Person in Crisis,Yes,122
18458,Thursday,Person in Crisis,No,161
18459,Thursday,Person in Crisis,No,158
18460,Thursday,Overdose,No,31
18461,Thursday,Suicide-related,No,141
18462,Friday,Person in Crisis,No,73
18463,Friday,Person in Crisis,No,169
18464,Friday,Suicide-related,No,95
18465,Friday,Person in Crisis,No,39
18466,Friday,Suicide-related,Yes,71
18467,Friday,Suicide-related,No,100
18468,Friday,Person in Crisis,No,161
18469,Friday,Person in Crisis,No,74
18470,Friday,Person in Crisis,No,166
18471,Friday,Person in Crisis,No,174
18472,Friday,Overdose,No,2
18473,Friday,Person in Crisis,No,166
18474,Friday,Overdose,No,3
18475,Friday,Person in Crisis,Yes,107
18476,Friday,Person in Crisis,No,136
18477,Friday,Person in Crisis,No,166
18478,Friday,Person in Crisis,No,88
18479,Friday,Person in Crisis,No,39
18480,Friday,Person in Crisis,No,30
18481,Friday,Overdose,No,8
18482,Friday,Person in Crisis,No,109
18483,Friday,Person in Crisis,No,85
18484,Friday,Person in Crisis,No,169
18485,Friday,Suicide-related,No,81
18486,Friday,Person in Crisis,No,156
18487,Friday,Suicide-related,No,163
18488,Friday,Suicide-related,Yes,168
18489,Friday,Person in Crisis,No,174
18490,Friday,Person in Crisis,Yes,46
18491,Friday,Person in Crisis,No,115
18492,Friday,Person in Crisis,No,170
18493,Friday,Person in Crisis,No,167
18494,Friday,Person in Crisis,No,41
18495,Friday,Overdose,No,124
18496,Friday,Person in Crisis,No,53
18497,Friday,Person in Crisis,No,162
18498,Friday,Person in Crisis,No,133
18499,Friday,Person in Crisis,No,139
18500,Friday,Person in Crisis,No,30
18501,Friday,Person in Crisis,Yes,2
18502,Friday,Person in Crisis,Yes,112
18503,Friday,Person in Crisis,No,32
18504,Friday,Suicide-related,Yes,84
18505,Friday,Suicide-related,No,19
18506,Friday,Overdose,No,110
18507,Friday,Overdose,No,59
18508,Friday,Suicide-related,No,61
18509,Friday,Person in Crisis,No,73
18510,Friday,Person in Crisis,No,83
18511,Friday,Person in Crisis,No,85
18512,Friday,Person in Crisis,No,69
18513,Friday,Person in Crisis,No,125
18514,Friday,Person in Crisis,No,169
18515,Friday,Person in Crisis,No,78
18516,Friday,Person in Crisis,Yes,73
18517,Friday,Suicide-related,No,170
18518,Friday,Suicide-related,No,106
18519,Friday,Person in Crisis,No,174
18520,Friday,Suicide-related,No,84
18521,Friday,Suicide-related,No,125
18522,Friday,Suicide-related,Yes,62
18523,Friday,Overdose,Yes,61
18524,Saturday,Person in Crisis,No,168
18525,Saturday,Person in Crisis,No,87
18526,Saturday,Person in Crisis,Yes,63
18527,Saturday,Person in Crisis,No,154
18528,Saturday,Suicide-related,Yes,53
18529,Saturday,Person in Crisis,No,57
18530,Saturday,Person in Crisis,No,81
18531,Saturday,Suicide-related,No,83
18532,Saturday,Person in Crisis,No,90
18533,Saturday,Person in Crisis,No,72
18534,Saturday,Person in Crisis,No,155
18535,Saturday,Person in Crisis,No,96
18536,Saturday,Person in Crisis,No,157
18537,Saturday,Suicide-related,No,134
18538,Saturday,Person in Crisis,Yes,70
18539,Saturday,Person in Crisis,No,170
18540,Saturday,Person in Crisis,No,162
18541,Saturday,Overdose,No,1
18542,Saturday,Suicide-related,No,1
18543,Saturday,Person in Crisis,No,11
18544,Saturday,Suicide-related,Yes,122
18545,Saturday,Person in Crisis,No,10
18546,Saturday,Person in Crisis,No,27
18547,Saturday,Person in Crisis,No,47
18548,Saturday,Person in Crisis,No,167
18549,Saturday,Suicide-related,No,166
18550,Saturday,Person in Crisis,No,73
18551,Saturday,Suicide-related,No,122
18552,Saturday,Suicide-related,Yes,133
18553,Saturday,Suicide-related,No,57
18554,Saturday,Person in Crisis,No,78
18555,Saturday,Suicide-related,Yes,20
18556,Saturday,Suicide-related,No,144
18557,Saturday,Person in Crisis,No,4
18558,Saturday,Suicide-related,No,78
18559,Saturday,Person in Crisis,No,43
18560,Saturday,Suicide-related,No,133
18561,Saturday,Person in Crisis,No,7
18562,Saturday,Suicide-related,No,39
18563,Saturday,Person in Crisis,Yes,30
18564,Saturday,Person in Crisis,No,2
18565,Saturday,Suicide-related,Yes,36
18566,Saturday,Suicide-related,No,71
18567,Saturday,Person in Crisis,No,78
18568,Saturday,Person in Crisis,No,165
18570,Saturday,Suicide-related,Yes,1
18571,Saturday,Overdose,No,92
18572,Saturday,Person in Crisis,Yes,166
18573,Saturday,Overdose,No,95
18574,Saturday,Person in Crisis,No,88
18575,Saturday,Person in Crisis,No,110
18576,Saturday,Overdose,No,135
18577,Saturday,Person in Crisis,No,87
18578,Saturday,Suicide-related,Yes,31
18579,Saturday,Person in Crisis,No,170
18580,Saturday,Person in Crisis,Yes,154
18581,Saturday,Suicide-related,Yes,106
18582,Saturday,Person in Crisis,No,168
18583,Saturday,Person in Crisis,No,85
18584,Saturday,Person in Crisis,No,149
18585,Saturday,Overdose,No,135
18586,Saturday,Person in Crisis,No,109
18587,Saturday,Person in Crisis,Yes,139
18588,Saturday,Person in Crisis,Yes,115
18589,Saturday,Person in Crisis,No,78
18590,Saturday,Suicide-related,No,37
18591,Saturday,Overdose,No,91
18592,Saturday,Person in Crisis,No,27
18593,Saturday,Person in Crisis,No,22
18594,Saturday,Person in Crisis,No,167
18595,Saturday,Person in Crisis,No,99
18596,Saturday,Suicide-related,No,124
18597,Saturday,Person in Crisis,No,73
18598,Saturday,Suicide-related,No,87
18599,Saturday,Person in Crisis,No,145
18600,Sunday,Person in Crisis,No,61
18601,Sunday,Person in Crisis,No,146
18602,Sunday,Overdose,No,159
18603,Sunday,Suicide-related,No,79
18604,Sunday,Overdose,No,84
18605,Sunday,Person in Crisis,Yes,78
18606,Sunday,Person in Crisis,No,10
18607,Sunday,Suicide-related,No,71
18608,Sunday,Suicide-related,No,138
18609,Sunday,Person in Crisis,No,124
18610,Sunday,Person in Crisis,No,107
18611,Sunday,Suicide-related,No,79
18612,Sunday,Suicide-related,No,68
18613,Sunday,Suicide-related,No,92
18614,Sunday,Person in Crisis,No,9
18615,Sunday,Person in Crisis,No,92
18616,Sunday,Suicide-related,No,65
18617,Sunday,Person in Crisis,Yes,53
18618,Sunday,Overdose,No,126
18619,Sunday,Person in Crisis,No,35
18620,Sunday,Person in Crisis,No,159
18621,Sunday,Overdose,No,115
18622,Sunday,Person in Crisis,No,74
18623,Sunday,Overdose,Yes,44
18624,Sunday,Person in Crisis,No,62
18625,Sunday,Suicide-related,No,65
18626,Sunday,Suicide-related,No,1
18627,Sunday,Suicide-related,No,1
18628,Sunday,Person in Crisis,No,74
18629,Sunday,Suicide-related,Yes,38
18630,Sunday,Suicide-related,No,138
18631,Sunday,Overdose,No,65
18632,Sunday,Suicide-related,No,21
18633,Sunday,Person in Crisis,No,78
18634,Sunday,Person in Crisis,No,168
18635,Sunday,Person in Crisis,No,86
18636,Sunday,Person in Crisis,No,118
18637,Sunday,Overdose,No,30
18638,Sunday,Person in Crisis,No,91
18639,Sunday,Suicide-related,Yes,21
18640,Sunday,Person in Crisis,No,135
18641,Sunday,Person in Crisis,No,96
18642,Sunday,Person in Crisis,No,85
18643,Sunday,Suicide-related,Yes,63
18644,Sunday,Overdose,Yes,80
18645,Sunday,Person in Crisis,No,173
18646,Sunday,Person in Crisis,Yes,125
18647,Sunday,Person in Crisis,Yes,110
18648,Sunday,Person in Crisis,No,168
18649,Sunday,Overdose,Yes,113
18650,Sunday,Person in Crisis,No,81
18651,Sunday,Person in Crisis,No,65
18652,Sunday,Person in Crisis,No,55
18653,Sunday,Person in Crisis,No,1
18654,Sunday,Person in Crisis,Yes,42
18655,Sunday,Suicide-related,Yes,152
18656,Sunday,Overdose,No,80
18657,Sunday,Suicide-related,No,80
18658,Sunday,Person in Crisis,No,64
18659,Sunday,Suicide-related,No,78
18660,Sunday,Suicide-related,Yes,11
18661,Sunday,Suicide-related,No,166
18662,Sunday,Suicide-related,No,98
18663,Sunday,Suicide-related,No,107
18664,Sunday,Person in Crisis,No,42
18665,Sunday,Overdose,No,150
18666,Sunday,Person in Crisis,No,62
18667,Sunday,Person in Crisis,No,78
18668,Sunday,Person in Crisis,No,87
18669,Sunday,Person in Crisis,No,70
18670,Sunday,Person in Crisis,No,166
18671,Sunday,Person in Crisis,Yes,122
18672,Monday,Person in Crisis,No,164
18673,Monday,Person in Crisis,No,128
18674,Monday,Suicide-related,Yes,85
18675,Monday,Person in Crisis,No,167
18676,Monday,Suicide-related,No,106
18677,Monday,Person in Crisis,No,73
18678,Monday,Person in Crisis,No,162
18679,Monday,Overdose,No,78
18680,Monday,Suicide-related,No,166
18681,Monday,Suicide-related,Yes,5
18682,Monday,Person in Crisis,No,99
18683,Monday,Person in Crisis,No,71
18684,Monday,Person in Crisis,No,107
18685,Monday,Person in Crisis,No,73
18686,Monday,Suicide-related,No,160
18687,Monday,Person in Crisis,Yes,107
18688,Monday,Suicide-related,Yes,35
18689,Monday,Person in Crisis,Yes,58
18690,Monday,Person in Crisis,Yes,73
18691,Monday,Person in Crisis,Yes,95
18692,Monday,Person in Crisis,No,78
18693,Monday,Person in Crisis,No,94
18694,Monday,Person in Crisis,No,59
18695,Monday,Suicide-related,Yes,25
18696,Monday,Person in Crisis,Yes,73
18697,Monday,Suicide-related,No,164
18698,Monday,Overdose,No,78
18699,Monday,Person in Crisis,No,62
18700,Monday,Person in Crisis,No,168
18701,Monday,Person in Crisis,No,85
18702,Monday,Person in Crisis,No,78
18703,Monday,Person in Crisis,No,162
18704,Monday,Person in Crisis,No,35
18705,Monday,Suicide-related,Yes,85
18706,Monday,Person in Crisis,No,16
18707,Monday,Person in Crisis,No,1
18708,Monday,Person in Crisis,No,150
18709,Monday,Suicide-related,No,169
18710,Monday,Person in Crisis,Yes,5
18711,Monday,Suicide-related,No,123
18712,Monday,Person in Crisis,No,111
18713,Monday,Person in Crisis,No,149
18714,Monday,Person in Crisis,No,141
18715,Monday,Person in Crisis,No,16
18716,Monday,Person in Crisis,No,36
18717,Monday,Person in Crisis,Yes,1
18718,Monday,Suicide-related,No,27
18719,Monday,Person in Crisis,No,78
18720,Monday,Overdose,No,136
18721,Monday,Person in Crisis,Yes,42
18722,Monday,Suicide-related,No,112
18723,Monday,Overdose,No,161
18724,Monday,Person in Crisis,No,83
18725,Monday,Suicide-related,No,43
18726,Monday,Person in Crisis,No,157
18727,Monday,Person in Crisis,Yes,59
18728,Monday,Person in Crisis,No,68
18729,Monday,Overdose,No,6
18730,Monday,Suicide-related,No,62
18731,Monday,Person in Crisis,No,34
18732,Monday,Person in Crisis,Yes,95
18733,Monday,Person in Crisis,No,136
18734,Monday,Person in Crisis,No,85
18735,Monday,Person in Crisis,No,27
18736,Monday,Suicide-related,No,160
18737,Monday,Person in Crisis,No,73
18738,Monday,Suicide-related,Yes,9
18739,Monday,Person in Crisis,Yes,139
18740,Tuesday,Suicide-related,No,110
18741,Tuesday,Person in Crisis,No,48
18742,Tuesday,Suicide-related,Yes,170
18743,Tuesday,Suicide-related,No,39
18744,Tuesday,Suicide-related,No,123
18745,Tuesday,Suicide-related,Yes,27
18746,Tuesday,Person in Crisis,No,124
18747,Tuesday,Suicide-related,No,81
18748,Tuesday,Person in Crisis,No,46
18749,Tuesday,Suicide-related,No,165
18750,Tuesday,Person in Crisis,No,118
18751,Tuesday,Suicide-related,No,103
18752,Tuesday,Suicide-related,No,39
18753,Tuesday,Person in Crisis,No,81
18754,Tuesday,Suicide-related,No,172
18755,Tuesday,Person in Crisis,Yes,73
18756,Tuesday,Suicide-related,No,58
18757,Tuesday,Person in Crisis,Yes,167
18758,Tuesday,Suicide-related,No,71
18759,Tuesday,Person in Crisis,No,13
18760,Tuesday,Person in Crisis,No,4
18761,Tuesday,Suicide-related,Yes,32
18762,Tuesday,Suicide-related,No,174
18763,Tuesday,Person in Crisis,No,168
18764,Tuesday,Person in Crisis,Yes,40
18765,Tuesday,Person in Crisis,Yes,78
18766,Tuesday,Person in Crisis,Yes,30
18767,Tuesday,Overdose,No,143
18768,Tuesday,Person in Crisis,No,63
18769,Tuesday,Suicide-related,No,57
18770,Tuesday,Suicide-related,No,40
18771,Tuesday,Suicide-related,No,140
18772,Tuesday,Person in Crisis,Yes,42
18773,Tuesday,Person in Crisis,No,73
18774,Tuesday,Person in Crisis,No,168
18775,Tuesday,Person in Crisis,No,85
18776,Tuesday,Person in Crisis,No,7
18777,Tuesday,Person in Crisis,No,85
18778,Tuesday,Person in Crisis,Yes,7
18779,Tuesday,Person in Crisis,Yes,126
18780,Tuesday,Suicide-related,No,124
18781,Tuesday,Person in Crisis,No,166
18782,Tuesday,Person in Crisis,No,121
18783,Tuesday,Person in Crisis,Yes,6
18784,Tuesday,Suicide-related,Yes,90
18785,Tuesday,Person in Crisis,No,68
18786,Tuesday,Person in Crisis,Yes,81
18787,Tuesday,Person in Crisis,No,106
18788,Tuesday,Person in Crisis,No,73
18789,Tuesday,Person in Crisis,Yes,95
18790,Tuesday,Suicide-related,Yes,70
18791,Tuesday,Person in Crisis,No,164
18792,Tuesday,Overdose,Yes,54
18793,Tuesday,Overdose,No,47
18794,Tuesday,Person in Crisis,No,100
18795,Tuesday,Person in Crisis,Yes,168
18796,Tuesday,Suicide-related,No,71
18797,Tuesday,Person in Crisis,No,162
18798,Tuesday,Suicide-related,No,167
18799,Tuesday,Suicide-related,No,120
18800,Tuesday,Person in Crisis,No,168
18801,Tuesday,Person in Crisis,Yes,37
18802,Tuesday,Person in Crisis,No,144
18803,Tuesday,Suicide-related,No,161
18804,Tuesday,Person in Crisis,No,121
18805,Tuesday,Overdose,No,133
18806,Tuesday,Suicide-related,No,85
18807,Tuesday,Suicide-related,No,65
18808,Tuesday,Person in Crisis,No,73
18809,Tuesday,Person in Crisis,No,166
18810,Tuesday,Person in Crisis,No,73
18811,Tuesday,Suicide-related,No,95
18812,Wednesday,Person in Crisis,No,70
18813,Wednesday,Person in Crisis,No,85
18814,Wednesday,Suicide-related,No,120
18815,Wednesday,Person in Crisis,No,78
18816,Wednesday,Person in Crisis,Yes,94
18817,Wednesday,Person in Crisis,No,78
18818,Wednesday,Person in Crisis,No,92
18819,Wednesday,Suicide-related,No,16
18820,Wednesday,Person in Crisis,Yes,9
18821,Wednesday,Person in Crisis,Yes,69
18822,Wednesday,Person in Crisis,No,34
18823,Wednesday,Person in Crisis,No,112
18824,Wednesday,Suicide-related,No,38
18825,Wednesday,Suicide-related,No,72
18826,Wednesday,Suicide-related,No,88
18827,Wednesday,Person in Crisis,No,78
18828,Wednesday,Person in Crisis,No,79
18829,Wednesday,Person in Crisis,No,114
18830,Wednesday,Person in Crisis,No,161
18831,Wednesday,Person in Crisis,Yes,85
18832,Wednesday,Suicide-related,No,162
18833,Wednesday,Overdose,No,122
18834,Wednesday,Person in Crisis,No,107
18835,Wednesday,Person in Crisis,Yes,155
18836,Wednesday,Overdose,No,146
18837,Wednesday,Person in Crisis,No,73
18838,Wednesday,Person in Crisis,No,73
18839,Wednesday,Person in Crisis,No,38
18840,Wednesday,Suicide-related,No,39
18841,Wednesday,Person in Crisis,No,85
18842,Wednesday,Suicide-related,No,121
18843,Wednesday,Person in Crisis,No,54
18844,Wednesday,Person in Crisis,No,81
18845,Wednesday,Suicide-related,Yes,62
18846,Wednesday,Person in Crisis,No,95
18847,Wednesday,Person in Crisis,No,16
18848,Wednesday,Suicide-related,No,9
18849,Wednesday,Person in Crisis,No,168
18850,Wednesday,Person in Crisis,No,105
18851,Wednesday,Overdose,No,163
18852,Wednesday,Suicide-related,No,23
18853,Wednesday,Person in Crisis,No,124
18854,Wednesday,Suicide-related,No,136
18855,Wednesday,Suicide-related,Yes,40
18856,Wednesday,Suicide-related,No,136
18857,Wednesday,Person in Crisis,No,170
18858,Wednesday,Person in Crisis,No,94
18859,Wednesday,Person in Crisis,No,162
18860,Wednesday,Person in Crisis,No,87
18861,Wednesday,Person in Crisis,No,115
18862,Wednesday,Person in Crisis,No,73
18863,Wednesday,Person in Crisis,No,87
18864,Wednesday,Person in Crisis,No,1
18865,Wednesday,Person in Crisis,Yes,27
18866,Wednesday,Suicide-related,No,86
18867,Wednesday,Person in Crisis,Yes,85
18868,Wednesday,Person in Crisis,No,139
18869,Wednesday,Suicide-related,No,160
18870,Wednesday,Person in Crisis,No,85
18871,Wednesday,Person in Crisis,No,147
18872,Wednesday,Person in Crisis,Yes,139
18873,Wednesday,Person in Crisis,No,141
18874,Wednesday,Person in Crisis,No,74
18875,Wednesday,Suicide-related,No,160
18876,Thursday,Person in Crisis,No,168
18877,Thursday,Person in Crisis,No,81
18878,Thursday,Person in Crisis,Yes,28
18879,Thursday,Person in Crisis,No,37
18880,Thursday,Person in Crisis,No,108
18881,Thursday,Suicide-related,No,80
18882,Thursday,Person in Crisis,Yes,169
18883,Thursday,Suicide-related,No,133
18884,Thursday,Suicide-related,No,97
18885,Thursday,Person in Crisis,No,83
18886,Thursday,Person in Crisis,No,111
18887,Thursday,Person in Crisis,Yes,162
18888,Thursday,Suicide-related,No,40
18889,Thursday,Person in Crisis,No,106
18890,Thursday,Overdose,No,85
18891,Thursday,Overdose,No,12
18892,Thursday,Person in Crisis,Yes,85
18893,Thursday,Person in Crisis,No,79
18894,Thursday,Person in Crisis,Yes,160
18895,Thursday,Person in Crisis,No,92
18896,Thursday,Suicide-related,Yes,50
18897,Thursday,Person in Crisis,No,154
18898,Thursday,Person in Crisis,No,133
18899,Thursday,Person in Crisis,Yes,166
18900,Thursday,Person in Crisis,No,2
18901,Thursday,Person in Crisis,No,146
18902,Thursday,Person in Crisis,No,171
18903,Thursday,Person in Crisis,No,168
18904,Thursday,Suicide-related,No,158
18905,Thursday,Suicide-related,No,168
18906,Thursday,Person in Crisis,Yes,110
18907,Thursday,Person in Crisis,Yes,144
18908,Thursday,Person in Crisis,Yes,52
18909,Thursday,Person in Crisis,No,107
18910,Thursday,Suicide-related,No,110
18911,Thursday,Person in Crisis,No,85
18912,Thursday,Person in Crisis,No,20
18913,Thursday,Suicide-related,No,47
18914,Thursday,Person in Crisis,No,146
18915,Thursday,Suicide-related,No,171
18916,Thursday,Person in Crisis,No,170
18917,Thursday,Suicide-related,No,170
18918,Thursday,Person in Crisis,Yes,108
18919,Thursday,Suicide-related,Yes,18
18920,Thursday,Person in Crisis,No,31
18921,Thursday,Suicide-related,No,166
18922,Thursday,Suicide-related,No,128
18923,Thursday,Person in Crisis,No,4
18924,Thursday,Person in Crisis,No,136
18925,Thursday,Person in Crisis,Yes,168
18926,Thursday,Suicide-related,No,170
18927,Thursday,Person in Crisis,No,83
18928,Thursday,Suicide-related,Yes,3
18929,Thursday,Overdose,No,25
18930,Thursday,Overdose,Yes,95
18931,Thursday,Suicide-related,No,78
18932,Thursday,Person in Crisis,No,73
18933,Thursday,Person in Crisis,No,99
18934,Thursday,Suicide-related,Yes,85
18935,Friday,Person in Crisis,No,106
18936,Friday,Person in Crisis,No,122
18937,Friday,Person in Crisis,No,84
18938,Friday,Overdose,Yes,78
18939,Friday,Person in Crisis,No,62
18940,Friday,Suicide-related,No,168
18941,Friday,Suicide-related,No,94
18942,Friday,Overdose,Yes,133
18943,Friday,Person in Crisis,Yes,113
18944,Friday,Suicide-related,No,39
18945,Friday,Suicide-related,No,154
18946,Friday,Person in Crisis,Yes,168
18947,Friday,Person in Crisis,No,18
18948,Friday,Suicide-related,No,136
18949,Friday,Person in Crisis,No,89
18950,Friday,Suicide-related,No,173
18951,Friday,Person in Crisis,No,100
18952,Friday,Suicide-related,Yes,78
18953,Friday,Suicide-related,No,139
18954,Friday,Person in Crisis,Yes,136
18955,Friday,Person in Crisis,No,164
18956,Friday,Suicide-related,Yes,9
18957,Friday,Overdose,No,146
18958,Friday,Person in Crisis,No,118
18959,Friday,Overdose,No,168
18960,Friday,Person in Crisis,No,170
18961,Friday,Person in Crisis,No,167
18962,Friday,Person in Crisis,No,62
18963,Friday,Overdose,No,64
18964,Friday,Suicide-related,No,80
18965,Friday,Person in Crisis,No,85
18966,Friday,Person in Crisis,No,30
18967,Friday,Suicide-related,Yes,39
18968,Friday,Suicide-related,Yes,19
18969,Friday,Suicide-related,Yes,130
18970,Friday,Person in Crisis,No,95
18971,Friday,Person in Crisis,No,2
18972,Friday,Suicide-related,No,100
18973,Friday,Person in Crisis,No,64
18974,Friday,Person in Crisis,No,108
18975,Friday,Person in Crisis,No,85
18976,Friday,Person in Crisis,Yes,47
18977,Friday,Person in Crisis,No,123
18978,Friday,Suicide-related,No,120
18979,Friday,Suicide-related,No,24
18980,Friday,Suicide-related,Yes,110
18981,Friday,Person in Crisis,No,85
18982,Saturday,Suicide-related,Yes,147
18983,Saturday,Suicide-related,No,124
18984,Saturday,Person in Crisis,No,81
18985,Saturday,Suicide-related,No,87
18986,Saturday,Person in Crisis,No,129
18987,Saturday,Suicide-related,No,160
18988,Saturday,Person in Crisis,No,54
18989,Saturday,Suicide-related,No,2
18990,Saturday,Suicide-related,No,118
18991,Saturday,Suicide-related,No,157
18992,Saturday,Person in Crisis,No,110
18993,Saturday,Person in Crisis,No,113
18994,Saturday,Person in Crisis,No,62
18995,Saturday,Person in Crisis,No,2
18996,Saturday,Person in Crisis,No,72
18997,Saturday,Suicide-related,Yes,94
18998,Saturday,Person in Crisis,No,168
18999,Saturday,Person in Crisis,No,70
19000,Saturday,Person in Crisis,No,173
19001,Saturday,Person in Crisis,No,88
19002,Saturday,Person in Crisis,Yes,78
19003,Saturday,Suicide-related,No,97
19004,Saturday,Person in Crisis,No,88
19005,Saturday,Person in Crisis,No,170
19006,Saturday,Person in Crisis,No,55
19007,Saturday,Person in Crisis,Yes,85
19008,Saturday,Suicide-related,No,71
19009,Saturday,Person in Crisis,No,170
19010,Saturday,Person in Crisis,No,170
19011,Saturday,Suicide-related,Yes,163
19012,Saturday,Suicide-related,No,55
19013,Saturday,Suicide-related,No,88
19014,Saturday,Suicide-related,Yes,25
19015,Saturday,Person in Crisis,Yes,136
19016,Saturday,Suicide-related,No,53
19017,Saturday,Person in Crisis,No,73
19018,Saturday,Overdose,No,168
19019,Saturday,Person in Crisis,No,62
19020,Saturday,Suicide-related,Yes,35
19021,Saturday,Suicide-related,No,111
19022,Saturday,Person in Crisis,No,87
19023,Saturday,Person in Crisis,No,8
19024,Saturday,Suicide-related,No,102
19025,Sunday,Overdose,No,159
19026,Sunday,Suicide-related,Yes,16
19027,Sunday,Suicide-related,No,85
19028,Sunday,Person in Crisis,No,69
19029,Sunday,Overdose,No,129
19030,Sunday,Person in Crisis,No,54
19031,Sunday,Suicide-related,No,133
19032,Sunday,Person in Crisis,No,162
19033,Sunday,Person in Crisis,No,169
19034,Sunday,Person in Crisis,No,85
19035,Sunday,Suicide-related,Yes,170
19036,Sunday,Overdose,No,85
19037,Sunday,Person in Crisis,Yes,2
19038,Sunday,Overdose,No,141
19039,Sunday,Suicide-related,No,60
19040,Sunday,Suicide-related,No,168
19041,Sunday,Suicide-related,No,124
19042,Sunday,Person in Crisis,Yes,52
19043,Sunday,Suicide-related,No,152
19044,Sunday,Suicide-related,No,27
19045,Sunday,Suicide-related,No,136
19046,Sunday,Person in Crisis,No,118
