objectid,event_type,hood_158_loc
49414,Person in Crisis,73
49415,Person in Crisis,42
49416,Suicide-related,73
49417,Person in Crisis,70
49418,Person in Crisis,71
49419,Suicide-related,124
49420,Person in Crisis,55
49421,Person in Crisis,57
49423,Person in Crisis,57
49424,Person in Crisis,73
49425,Suicide-related,39
49426,Suicide-related,31
49427,Person in Crisis,138
49428,Suicide-related,95
49429,Suicide-related,142
49430,Overdose,163
49431,Suicide-related,41
49432,Suicide-related,23
49433,Person in Crisis,53
49434,Suicide-related,86
49435,Suicide-related,57
49436,Person in Crisis,109
49437,Person in Crisis,83
49438,Person in Crisis,90
49439,Person in Crisis,125
49440,Suicide-related,170
49441,Suicide-related,94
49442,Suicide-related,85
49443,Person in Crisis,167
49444,Person in Crisis,46
49445,Person in Crisis,34
49446,Person in Crisis,88
49447,Person in Crisis,80
49448,Person in Crisis,170
49449,Overdose,43
49450,Person in Crisis,73
49451,Suicide-related,122
49452,Suicide-related,120
49453,Suicide-related,30
49454,Suicide-related,37
49455,Person in Crisis,85
49456,Person in Crisis,95
49457,Suicide-related,115
49458,Person in Crisis,107
49459,Suicide-related,167
49460,Suicide-related,80
49461,Person in Crisis,32
49462,Suicide-related,44
49463,Suicide-related,63
49464,Person in Crisis,53
49465,Person in Crisis,63
49466,Person in Crisis,152
49467,Person in Crisis,154
49468,Suicide-related,61
49469,Person in Crisis,61
49470,Person in Crisis,61
49471,Person in Crisis,70
49472,Person in Crisis,53
49473,Person in Crisis,38
49474,Person in Crisis,162
49475,Person in Crisis,49
49476,Person in Crisis,144
49477,Suicide-related,160
49478,Suicide-related,79
49479,Person in Crisis,16
49480,Person in Crisis,16
49481,Person in Crisis,168
49482,Person in Crisis,85
49483,Person in Crisis,166
49484,Person in Crisis,97
49485,Person in Crisis,101
49486,Person in Crisis,90
49487,Person in Crisis,84
49488,Overdose,173
49489,Suicide-related,166
49490,Person in Crisis,119
49491,Person in Crisis,73
49493,Person in Crisis,83
49494,Overdose,167
49495,Person in Crisis,36
49496,Person in Crisis,100
49497,Suicide-related,22
49498,Person in Crisis,25
49499,Suicide-related,68
49500,Person in Crisis,25
49501,Person in Crisis,73
49502,Person in Crisis,79
49503,Suicide-related,155
49504,Overdose,73
49505,Person in Crisis,164
49506,Person in Crisis,72
49507,Suicide-related,152
49508,Person in Crisis,162
49509,Person in Crisis,171
49510,Suicide-related,160
49511,Suicide-related,124
49512,Person in Crisis,171
49513,Suicide-related,53
49514,Overdose,41
49515,Person in Crisis,122
49516,Person in Crisis,170
49517,Person in Crisis,168
49518,Overdose,142
49519,Suicide-related,90
49520,Person in Crisis,166
49521,Person in Crisis,136
49522,Person in Crisis,144
49523,Suicide-related,163
49524,Overdose,170
49525,Person in Crisis,57
49526,Suicide-related,30
49527,Suicide-related,68
49528,Person in Crisis,30
49529,Suicide-related,115
49530,Suicide-related,95
49531,Suicide-related,166
49532,Person in Crisis,146
49533,Suicide-related,101
49534,Suicide-related,54
49535,Person in Crisis,128
49536,Person in Crisis,16
49537,Suicide-related,136
49538,Suicide-related,58
49539,Suicide-related,123
49540,Person in Crisis,139
49541,Person in Crisis,70
49542,Person in Crisis,168
49543,Person in Crisis,134
49544,Suicide-related,162
49545,Overdose,170
49546,Person in Crisis,88
49547,Person in Crisis,159
49548,Person in Crisis,91
49549,Suicide-related,87
49550,Person in Crisis,18
49551,Person in Crisis,64
49552,Suicide-related,35
49553,Overdose,80
49554,Person in Crisis,83
49555,Person in Crisis,61
49556,Suicide-related,1
49557,Person in Crisis,65
49558,Person in Crisis,78
49559,Person in Crisis,136
49560,Person in Crisis,111
49561,Person in Crisis,162
49562,Person in Crisis,116
49563,Suicide-related,134
49564,Suicide-related,37
49565,Person in Crisis,42
49566,Person in Crisis,162
49567,Person in Crisis,62
49568,Suicide-related,84
49569,Person in Crisis,174
49570,Person in Crisis,11
49571,Person in Crisis,159
49572,Person in Crisis,79
49573,Person in Crisis,161
49574,Overdose,78
49575,Person in Crisis,87
49576,Person in Crisis,85
49577,Suicide-related,154
49578,Suicide-related,83
49580,Person in Crisis,136
49581,Suicide-related,47
49582,Person in Crisis,144
49583,Overdose,79
49584,Suicide-related,78
49585,Suicide-related,94
49586,Suicide-related,151
49587,Person in Crisis,25
49588,Suicide-related,160
49589,Person in Crisis,160
49590,Person in Crisis,165
49591,Person in Crisis,70
49592,Person in Crisis,156
49593,Person in Crisis,141
49594,Overdose,42
49595,Person in Crisis,161
49596,Person in Crisis,85
49597,Person in Crisis,168
49598,Overdose,146
49599,Person in Crisis,83
49600,Person in Crisis,165
49601,Overdose,166
49602,Person in Crisis,8
49603,Person in Crisis,62
49604,Person in Crisis,136
49605,Suicide-related,161
49606,Suicide-related,158
49607,Suicide-related,99
49608,Suicide-related,73
49609,Person in Crisis,107
49610,Person in Crisis,62
49611,Person in Crisis,78
49612,Person in Crisis,59
49613,Overdose,62
49614,Suicide-related,79
49615,Suicide-related,64
49616,Overdose,172
49617,Person in Crisis,161
49618,Person in Crisis,124
49619,Overdose,80
49620,Person in Crisis,126
49621,Person in Crisis,170
49622,Person in Crisis,9
49623,Suicide-related,9
49624,Suicide-related,88
49625,Person in Crisis,122
49626,Person in Crisis,114
49627,Person in Crisis,151
49628,Suicide-related,161
49629,Person in Crisis,32
49630,Person in Crisis,170
49631,Person in Crisis,90
49632,Person in Crisis,47
49633,Person in Crisis,92
49634,Suicide-related,113
49635,Person in Crisis,121
49636,Person in Crisis,167
49637,Person in Crisis,120
49638,Person in Crisis,121
49639,Suicide-related,84
49640,Overdose,6
49641,Overdose,128
49642,Suicide-related,63
49643,Suicide-related,35
49644,Overdose,11
49645,Suicide-related,1
49646,Suicide-related,170
49647,Person in Crisis,136
49648,Suicide-related,166
49649,Person in Crisis,40
49650,Person in Crisis,134
49651,Person in Crisis,85
49652,Suicide-related,43
49653,Person in Crisis,9
49654,Person in Crisis,99
49655,Suicide-related,79
49656,Person in Crisis,59
49657,Suicide-related,1
49658,Suicide-related,111
49659,Suicide-related,87
49660,Person in Crisis,170
49661,Overdose,162
49662,Suicide-related,86
49663,Suicide-related,8
49664,Person in Crisis,34
49665,Person in Crisis,170
49666,Person in Crisis,38
49667,Suicide-related,32
49668,Suicide-related,79
49669,Overdose,167
49670,Person in Crisis,63
49671,Person in Crisis,31
49672,Suicide-related,129
49673,Suicide-related,2
49674,Suicide-related,70
49675,Suicide-related,62
49676,Suicide-related,24
49677,Person in Crisis,146
49678,Person in Crisis,78
49679,Person in Crisis,135
49680,Person in Crisis,122
49681,Suicide-related,149
49682,Person in Crisis,136
49683,Suicide-related,170
49684,Person in Crisis,92
49685,Person in Crisis,148
49686,Overdose,166
49687,Person in Crisis,47
49688,Suicide-related,78
49689,Person in Crisis,18
49690,Person in Crisis,1
49691,Person in Crisis,142
49692,Person in Crisis,43
49693,Suicide-related,42
49695,Suicide-related,27
49696,Overdose,78
49697,Person in Crisis,135
49698,Person in Crisis,62
49699,Overdose,149
49700,Overdose,73
49701,Overdose,119
49702,Suicide-related,122
49703,Suicide-related,126
49704,Overdose,54
49705,Person in Crisis,124
49706,Person in Crisis,87
49707,Person in Crisis,64
49708,Suicide-related,59
49709,Person in Crisis,95
49710,Person in Crisis,90
49711,Person in Crisis,146
49712,Person in Crisis,85
49713,Suicide-related,171
49714,Person in Crisis,36
49715,Person in Crisis,118
49716,Person in Crisis,105
49717,Person in Crisis,16
49718,Person in Crisis,141
49719,Person in Crisis,31
49720,Person in Crisis,150
49721,Person in Crisis,163
49722,Person in Crisis,1
49723,Suicide-related,112
49724,Person in Crisis,6
49725,Person in Crisis,168
49726,Person in Crisis,63
49727,Person in Crisis,154
49728,Suicide-related,126
49729,Suicide-related,43
49730,Person in Crisis,154
49731,Suicide-related,63
49732,Person in Crisis,157
49733,Person in Crisis,81
49734,Person in Crisis,74
49735,Suicide-related,154
49736,Person in Crisis,169
49737,Person in Crisis,167
49738,Person in Crisis,70
49739,Person in Crisis,111
49740,Person in Crisis,94
49741,Overdose,126
49742,Person in Crisis,170
49743,Person in Crisis,95
49744,Person in Crisis,162
49745,Person in Crisis,78
49746,Suicide-related,83
49747,Suicide-related,99
49748,Overdose,168
49749,Overdose,95
49750,Person in Crisis,59
49751,Person in Crisis,85
49752,Suicide-related,27
49753,Person in Crisis,72
49754,Person in Crisis,89
49755,Overdose,24
49756,Person in Crisis,95
49757,Person in Crisis,119
49758,Overdose,171
49759,Person in Crisis,136
49760,Suicide-related,120
49761,Suicide-related,169
49762,Person in Crisis,163
49763,Person in Crisis,54
49764,Person in Crisis,30
49765,Suicide-related,118
49766,Person in Crisis,74
49767,Person in Crisis,42
49768,Suicide-related,22
49769,Suicide-related,164
49770,Suicide-related,73
49771,Suicide-related,128
49772,Overdose,87
49773,Person in Crisis,84
49774,Suicide-related,168
49775,Suicide-related,141
49776,Person in Crisis,73
49777,Person in Crisis,170
49778,Person in Crisis,62
49779,Suicide-related,115
49780,Suicide-related,170
49781,Person in Crisis,87
49782,Person in Crisis,87
49783,Person in Crisis,2
49784,Person in Crisis,83
49785,Person in Crisis,2
49786,Suicide-related,148
49787,Suicide-related,94
49788,Person in Crisis,171
49789,Person in Crisis,170
49790,Person in Crisis,89
49791,Person in Crisis,115
49792,Person in Crisis,37
49793,Person in Crisis,120
49794,Suicide-related,165
49795,Suicide-related,133
49796,Person in Crisis,166
49797,Person in Crisis,115
49798,Person in Crisis,92
49799,Person in Crisis,73
49800,Suicide-related,83
49801,Suicide-related,57
49802,Suicide-related,168
49803,Person in Crisis,126
49804,Suicide-related,94
49805,Person in Crisis,70
49806,Suicide-related,108
49807,Person in Crisis,73
49808,Person in Crisis,171
49809,Suicide-related,165
49810,Suicide-related,21
49811,Person in Crisis,170
49812,Person in Crisis,73
49813,Person in Crisis,166
49815,Person in Crisis,24
49816,Person in Crisis,169
49817,Person in Crisis,65
49818,Suicide-related,155
49819,Person in Crisis,111
49820,Person in Crisis,166
49821,Person in Crisis,78
49822,Person in Crisis,123
49823,Person in Crisis,122
49824,Suicide-related,157
49825,Suicide-related,78
49826,Person in Crisis,87
49827,Person in Crisis,135
49828,Person in Crisis,73
49829,Person in Crisis,169
49830,Person in Crisis,169
49831,Person in Crisis,68
49832,Person in Crisis,78
49833,Suicide-related,165
49834,Person in Crisis,125
49835,Suicide-related,9
49836,Suicide-related,136
49837,Suicide-related,94
49838,Person in Crisis,73
49839,Person in Crisis,41
49840,Suicide-related,118
49841,Suicide-related,150
49842,Suicide-related,150
49843,Person in Crisis,59
49844,Person in Crisis,73
49845,Person in Crisis,6
49846,Person in Crisis,171
49847,Suicide-related,87
49848,Suicide-related,87
49849,Person in Crisis,154
49850,Suicide-related,7
49851,Person in Crisis,66
49852,Person in Crisis,64
49853,Person in Crisis,85
49854,Overdose,1
49855,Suicide-related,85
49856,Suicide-related,1
49857,Person in Crisis,59
49858,Person in Crisis,168
49859,Person in Crisis,83
49860,Overdose,25
49861,Person in Crisis,40
49862,Person in Crisis,144
49863,Overdose,44
49864,Person in Crisis,162
49865,Person in Crisis,33
49866,Suicide-related,167
49867,Person in Crisis,53
49868,Suicide-related,32
49869,Person in Crisis,42
49870,Person in Crisis,42
49871,Suicide-related,95
49872,Person in Crisis,2
49873,Suicide-related,169
49874,Person in Crisis,59
49875,Person in Crisis,166
49876,Suicide-related,120
49877,Person in Crisis,42
49878,Person in Crisis,151
49879,Suicide-related,162
49880,Suicide-related,73
49881,Overdose,64
49882,Person in Crisis,80
49883,Person in Crisis,61
49884,Person in Crisis,95
49885,Person in Crisis,78
49886,Person in Crisis,155
49887,Suicide-related,142
49888,Suicide-related,139
49889,Person in Crisis,73
49890,Suicide-related,160
49891,Person in Crisis,136
49892,Person in Crisis,64
49893,Person in Crisis,161
49894,Person in Crisis,164
49895,Suicide-related,85
49896,Person in Crisis,81
49897,Person in Crisis,84
49898,Suicide-related,164
49899,Person in Crisis,71
49900,Person in Crisis,148
49901,Person in Crisis,108
49902,Person in Crisis,4
49903,Overdose,54
49904,Suicide-related,120
49905,Person in Crisis,63
49906,Overdose,136
49907,Suicide-related,73
49908,Overdose,166
49909,Person in Crisis,168
49910,Suicide-related,166
49911,Person in Crisis,41
49912,Person in Crisis,73
49913,Person in Crisis,72
49914,Suicide-related,8
49915,Person in Crisis,73
49916,Person in Crisis,83
49917,Suicide-related,35
49918,Person in Crisis,65
49919,Suicide-related,53
49920,Person in Crisis,170
49921,Overdose,37
49922,Person in Crisis,136
49923,Person in Crisis,2
49924,Suicide-related,171
49925,Person in Crisis,164
49926,Suicide-related,55
49927,Suicide-related,95
49928,Person in Crisis,65
49929,Person in Crisis,170
49930,Suicide-related,31
49931,Person in Crisis,78
49932,Person in Crisis,169
49933,Person in Crisis,95
49934,Person in Crisis,69
49935,Person in Crisis,57
49936,Suicide-related,98
49937,Person in Crisis,46
49938,Suicide-related,114
49939,Person in Crisis,170
49940,Person in Crisis,55
49941,Suicide-related,158
49942,Person in Crisis,107
49943,Overdose,136
49944,Suicide-related,96
49945,Person in Crisis,156
49946,Person in Crisis,90
49947,Person in Crisis,38
49948,Suicide-related,163
49949,Person in Crisis,168
49950,Suicide-related,95
49951,Person in Crisis,16
49952,Suicide-related,116
49953,Overdose,78
49954,Suicide-related,167
49955,Suicide-related,37
49956,Suicide-related,121
49957,Suicide-related,115
49958,Person in Crisis,85
49959,Suicide-related,4
49960,Person in Crisis,81
49961,Person in Crisis,166
49962,Overdose,10
49963,Person in Crisis,103
49964,Person in Crisis,68
49965,Person in Crisis,40
49966,Suicide-related,65
49967,Suicide-related,36
49968,Person in Crisis,40
49969,Suicide-related,165
49970,Suicide-related,25
49971,Suicide-related,18
49972,Suicide-related,161
49973,Person in Crisis,94
49974,Suicide-related,53
49975,Person in Crisis,85
49976,Person in Crisis,6
49977,Person in Crisis,170
49978,Person in Crisis,25
49979,Person in Crisis,30
49980,Suicide-related,70
49981,Suicide-related,169
49982,Person in Crisis,170
49983,Person in Crisis,114
49984,Person in Crisis,36
49985,Person in Crisis,124
49986,Suicide-related,85
49987,Person in Crisis,136
49988,Suicide-related,169
49989,Suicide-related,35
49990,Suicide-related,119
49991,Person in Crisis,141
49992,Person in Crisis,84
49993,Suicide-related,25
49994,Person in Crisis,168
49995,Person in Crisis,61
49996,Person in Crisis,70
49997,Suicide-related,73
49998,Suicide-related,27
49999,Person in Crisis,32
50000,Suicide-related,71
50001,Person in Crisis,59
50002,Person in Crisis,70
50003,Suicide-related,13
50004,Suicide-related,160
50005,Person in Crisis,158
50006,Person in Crisis,95
50007,Person in Crisis,91
50008,Person in Crisis,70
50009,Person in Crisis,40
50010,Person in Crisis,35
50011,Person in Crisis,16
50012,Person in Crisis,167
50013,Overdose,113
50014,Suicide-related,128
50015,Person in Crisis,28
50016,Suicide-related,123
50017,Overdose,73
50018,Person in Crisis,136
50020,Person in Crisis,85
50021,Suicide-related,150
50022,Person in Crisis,87
50023,Person in Crisis,166
50024,Person in Crisis,8
50025,Suicide-related,128
50026,Person in Crisis,154
50027,Person in Crisis,154
50028,Person in Crisis,42
50029,Person in Crisis,166
50030,Person in Crisis,152
50031,Suicide-related,62
50032,Person in Crisis,37
50033,Person in Crisis,64
50034,Suicide-related,27
50035,Person in Crisis,85
50036,Suicide-related,100
50037,Person in Crisis,70
50038,Person in Crisis,54
50039,Person in Crisis,53
50040,Person in Crisis,174
50041,Suicide-related,80
50042,Person in Crisis,170
50043,Suicide-related,62
50044,Suicide-related,168
50045,Suicide-related,122
50046,Suicide-related,156
50047,Person in Crisis,120
50048,Suicide-related,168
50049,Person in Crisis,83
50050,Suicide-related,7
50051,Suicide-related,161
50052,Person in Crisis,70
50053,Person in Crisis,41
50054,Suicide-related,87
50055,Person in Crisis,57
50056,Suicide-related,99
50057,Overdose,115
50058,Person in Crisis,1
50059,Suicide-related,164
50060,Person in Crisis,24
50061,Suicide-related,86
50062,Person in Crisis,107
50063,Person in Crisis,154
50064,Person in Crisis,141
50065,Suicide-related,65
50066,Person in Crisis,54
50067,Person in Crisis,94
50068,Suicide-related,107
50069,Person in Crisis,70
50070,Suicide-related,1
50071,Suicide-related,164
50072,Suicide-related,163
50073,Person in Crisis,160
50074,Person in Crisis,100
50075,Person in Crisis,27
50076,Suicide-related,168
50077,Person in Crisis,129
50078,Suicide-related,62
50079,Person in Crisis,170
50080,Person in Crisis,155
50081,Person in Crisis,100
50082,Person in Crisis,100
50083,Person in Crisis,85
50084,Suicide-related,124
50085,Person in Crisis,136
50086,Person in Crisis,70
50087,Person in Crisis,79
50088,Person in Crisis,27
50089,Suicide-related,167
50090,Person in Crisis,54
50091,Suicide-related,142
50092,Person in Crisis,16
50093,Suicide-related,170
50094,Suicide-related,168
50095,Overdose,159
50096,Person in Crisis,43
50097,Person in Crisis,125
50098,Person in Crisis,141
50099,Suicide-related,49
50100,Person in Crisis,133
50101,Person in Crisis,25
50102,Person in Crisis,1
50103,Person in Crisis,107
50104,Person in Crisis,124
50105,Person in Crisis,124
50106,Overdose,166
50107,Person in Crisis,24
50108,Suicide-related,36
50109,Suicide-related,42
50110,Person in Crisis,69
50111,Person in Crisis,125
50112,Person in Crisis,154
50113,Person in Crisis,73
50114,Person in Crisis,25
50115,Suicide-related,6
50116,Person in Crisis,159
50117,Person in Crisis,70
50118,Person in Crisis,94
50119,Person in Crisis,100
50120,Suicide-related,90
50121,Person in Crisis,126
50122,Suicide-related,83
50123,Suicide-related,18
50124,Person in Crisis,73
50125,Person in Crisis,107
50126,Person in Crisis,119
50127,Person in Crisis,3
50128,Suicide-related,54
50129,Person in Crisis,27
50130,Person in Crisis,98
50131,Person in Crisis,141
50132,Person in Crisis,154
50133,Person in Crisis,88
50134,Person in Crisis,170
50135,Overdose,169
50136,Person in Crisis,11
50137,Person in Crisis,57
50138,Person in Crisis,86
50139,Person in Crisis,174
50140,Suicide-related,120
50141,Person in Crisis,165
50142,Suicide-related,74
50143,Person in Crisis,141
50144,Suicide-related,129
50145,Person in Crisis,142
50146,Person in Crisis,83
50147,Suicide-related,80
50148,Person in Crisis,170
50149,Person in Crisis,153
50150,Person in Crisis,168
50151,Person in Crisis,141
50152,Suicide-related,67
50153,Suicide-related,85
50154,Person in Crisis,61
50155,Person in Crisis,1
50156,Person in Crisis,94
50157,Person in Crisis,38
50158,Person in Crisis,16
50159,Suicide-related,25
50160,Overdose,81
50161,Person in Crisis,39
50162,Person in Crisis,81
50163,Person in Crisis,146
50164,Suicide-related,122
50165,Person in Crisis,32
50166,Person in Crisis,91
50167,Person in Crisis,154
50168,Overdose,6
50169,Person in Crisis,1
50170,Suicide-related,42
50171,Person in Crisis,94
50172,Suicide-related,2
50173,Suicide-related,43
50174,Person in Crisis,142
50175,Person in Crisis,78
50176,Person in Crisis,52
50177,Person in Crisis,85
50178,Person in Crisis,62
50179,Person in Crisis,54
50180,Overdose,153
50181,Suicide-related,171
50182,Suicide-related,25
50183,Person in Crisis,136
50184,Person in Crisis,61
50185,Suicide-related,57
50186,Person in Crisis,62
50187,Overdose,94
50188,Suicide-related,73
50189,Person in Crisis,73
50190,Suicide-related,74
50191,Person in Crisis,112
50192,Person in Crisis,36
50193,Suicide-related,68
50194,Overdose,113
50195,Overdose,62
50196,Suicide-related,25
50197,Suicide-related,160
50198,Person in Crisis,18
50199,Person in Crisis,23
50200,Suicide-related,100
50201,Person in Crisis,81
50202,Person in Crisis,85
50203,Person in Crisis,151
50204,Person in Crisis,119
50205,Suicide-related,79
50206,Person in Crisis,95
50207,Suicide-related,84
50208,Person in Crisis,32
50209,Person in Crisis,169
50210,Suicide-related,38
50211,Person in Crisis,166
50212,Person in Crisis,161
50213,Person in Crisis,73
50214,Suicide-related,47
50215,Suicide-related,66
50216,Person in Crisis,43
50217,Person in Crisis,170
50218,Suicide-related,78
50219,Overdose,65
50220,Suicide-related,40
50221,Suicide-related,161
50222,Person in Crisis,52
50223,Person in Crisis,63
50224,Suicide-related,48
50225,Person in Crisis,1
50226,Overdose,140
50227,Person in Crisis,61
50228,Person in Crisis,171
50229,Suicide-related,97
50230,Person in Crisis,170
50231,Person in Crisis,78
50232,Person in Crisis,11
50233,Suicide-related,43
50234,Person in Crisis,87
50235,Person in Crisis,122
50236,Person in Crisis,81
50237,Person in Crisis,159
50238,Overdose,27
50239,Suicide-related,123
50240,Person in Crisis,64
50241,Person in Crisis,12
50242,Suicide-related,2
50243,Person in Crisis,73
50244,Person in Crisis,154
50245,Person in Crisis,166
50246,Suicide-related,91
50247,Suicide-related,34
50248,Suicide-related,145
50249,Overdose,161
50250,Person in Crisis,110
50251,Suicide-related,78
50252,Suicide-related,154
50253,Suicide-related,170
50254,Person in Crisis,112
50255,Person in Crisis,42
50256,Overdose,81
50257,Person in Crisis,8
50258,Person in Crisis,78
50259,Overdose,78
50260,Overdose,44
50261,Person in Crisis,162
50262,Person in Crisis,11
50263,Suicide-related,122
50264,Person in Crisis,107
50265,Person in Crisis,70
50266,Person in Crisis,59
50267,Person in Crisis,94
50268,Suicide-related,174
50269,Overdose,44
50270,Suicide-related,87
50271,Suicide-related,81
50272,Person in Crisis,168
50273,Person in Crisis,166
50274,Person in Crisis,171
50275,Person in Crisis,84
50276,Person in Crisis,62
50277,Suicide-related,170
50278,Person in Crisis,166
50279,Person in Crisis,91
50280,Overdose,78
50281,Suicide-related,83
50282,Suicide-related,166
50283,Suicide-related,67
50284,Overdose,46
50285,Person in Crisis,35
50286,Suicide-related,166
50287,Suicide-related,123
50288,Person in Crisis,85
50289,Person in Crisis,53
50290,Person in Crisis,123
50291,Suicide-related,30
50292,Suicide-related,16
50293,Suicide-related,2
50294,Person in Crisis,81
50295,Suicide-related,170
50296,Person in Crisis,88
50297,Suicide-related,85
50298,Person in Crisis,128
50299,Person in Crisis,163
50300,Person in Crisis,85
50301,Person in Crisis,18
50303,Person in Crisis,98
50304,Person in Crisis,32
50305,Suicide-related,78
50306,Suicide-related,170
50307,Person in Crisis,78
50308,Person in Crisis,84
50309,Suicide-related,87
50310,Overdose,63
50311,Overdose,168
50312,Overdose,19
50313,Person in Crisis,70
50314,Person in Crisis,80
50315,Person in Crisis,98
50316,Person in Crisis,169
50317,Suicide-related,33
50318,Suicide-related,162
50319,Suicide-related,52
50320,Person in Crisis,25
50321,Person in Crisis,95
50322,Person in Crisis,154
50323,Person in Crisis,78
50324,Overdose,73
50325,Person in Crisis,25
50326,Person in Crisis,50
50327,Person in Crisis,53
50328,Suicide-related,162
50329,Person in Crisis,168
50330,Person in Crisis,124
50331,Suicide-related,4
50332,Suicide-related,78
50333,Person in Crisis,68
50334,Suicide-related,79
50335,Person in Crisis,73
50336,Person in Crisis,160
50337,Suicide-related,27
50338,Suicide-related,152
50339,Person in Crisis,94
50340,Person in Crisis,111
50341,Overdose,83
50342,Suicide-related,56
50343,Person in Crisis,1
50344,Person in Crisis,113
50345,Person in Crisis,136
50346,Person in Crisis,159
50347,Suicide-related,62
50348,Overdose,35
50349,Suicide-related,133
50350,Person in Crisis,68
50351,Overdose,170
50352,Person in Crisis,162
50353,Person in Crisis,1
50354,Person in Crisis,170
50355,Person in Crisis,85
50356,Person in Crisis,173
50357,Person in Crisis,9
50358,Person in Crisis,122
50359,Person in Crisis,11
50360,Person in Crisis,165
50361,Suicide-related,63
50362,Suicide-related,161
50363,Person in Crisis,143
50364,Overdose,9
50365,Person in Crisis,85
50366,Suicide-related,1
50367,Person in Crisis,65
50368,Person in Crisis,121
50369,Person in Crisis,111
50370,Person in Crisis,73
50371,Person in Crisis,159
50372,Person in Crisis,73
50373,Person in Crisis,64
50374,Person in Crisis,168
50375,Person in Crisis,107
50376,Person in Crisis,100
50377,Person in Crisis,35
50378,Overdose,166
50379,Person in Crisis,73
50380,Person in Crisis,62
50381,Person in Crisis,52
50382,Suicide-related,39
50383,Overdose,121
50384,Suicide-related,55
50385,Suicide-related,167
50386,Suicide-related,54
50387,Person in Crisis,129
50388,Person in Crisis,141
50389,Suicide-related,170
50390,Person in Crisis,85
50391,Person in Crisis,2
50392,Person in Crisis,2
50393,Person in Crisis,59
50394,Person in Crisis,168
50395,Person in Crisis,91
50396,Suicide-related,164
50397,Person in Crisis,170
50398,Suicide-related,106
50399,Suicide-related,63
50400,Overdose,71
50401,Suicide-related,70
50402,Person in Crisis,42
50403,Person in Crisis,143
50404,Suicide-related,119
50405,Suicide-related,73
50406,Person in Crisis,73
50407,Suicide-related,39
50408,Person in Crisis,1
50409,Person in Crisis,168
50410,Overdose,160
50411,Suicide-related,171
50412,Person in Crisis,99
50413,Suicide-related,61
50414,Person in Crisis,165
50415,Suicide-related,64
50416,Suicide-related,1
50417,Person in Crisis,136
50418,Overdose,42
50419,Person in Crisis,142
50420,Person in Crisis,85
50421,Person in Crisis,74
50422,Overdose,99
50423,Person in Crisis,95
50424,Person in Crisis,78
50425,Person in Crisis,163
50426,Suicide-related,119
50427,Person in Crisis,124
50428,Person in Crisis,70
50429,Person in Crisis,6
50430,Person in Crisis,65
50431,Person in Crisis,73
50432,Overdose,136
50433,Person in Crisis,124
50434,Person in Crisis,165
50435,Person in Crisis,81
50436,Person in Crisis,81
50437,Person in Crisis,169
50438,Suicide-related,35
50439,Person in Crisis,63
50440,Person in Crisis,125
50441,Person in Crisis,72
50442,Suicide-related,27
50443,Person in Crisis,128
50444,Person in Crisis,54
50445,Person in Crisis,167
50446,Person in Crisis,40
50447,Suicide-related,174
50448,Person in Crisis,2
50449,Person in Crisis,5
50450,Overdose,107
50451,Person in Crisis,22
50452,Person in Crisis,139
50453,Person in Crisis,168
50454,Person in Crisis,27
50455,Suicide-related,170
50456,Suicide-related,135
50457,Suicide-related,71
50458,Suicide-related,5
50459,Suicide-related,33
50460,Overdose,170
50461,Person in Crisis,164
50462,Person in Crisis,25
50463,Suicide-related,78
50464,Person in Crisis,73
50465,Person in Crisis,56
50466,Person in Crisis,111
50467,Person in Crisis,156
50468,Person in Crisis,174
50469,Person in Crisis,78
50470,Overdose,63
50471,Person in Crisis,73
50472,Person in Crisis,55
50473,Person in Crisis,174
50474,Person in Crisis,128
50475,Suicide-related,57
50476,Person in Crisis,118
50477,Person in Crisis,79
50478,Suicide-related,119
50479,Person in Crisis,85
50480,Person in Crisis,159
50481,Person in Crisis,73
50482,Person in Crisis,63
50483,Overdose,94
50484,Suicide-related,20
50485,Person in Crisis,73
50486,Suicide-related,73
50487,Person in Crisis,27
50488,Suicide-related,42
50489,Suicide-related,162
50490,Person in Crisis,169
50491,Person in Crisis,161
50492,Person in Crisis,74
50493,Suicide-related,154
50494,Suicide-related,135
50495,Person in Crisis,41
50496,Person in Crisis,118
50497,Person in Crisis,169
50498,Person in Crisis,72
50499,Person in Crisis,96
50500,Person in Crisis,43
50501,Suicide-related,135
50502,Person in Crisis,78
50503,Person in Crisis,122
50504,Person in Crisis,106
50505,Person in Crisis,87
50506,Suicide-related,166
50507,Person in Crisis,72
50508,Person in Crisis,46
50509,Suicide-related,27
50510,Person in Crisis,73
50511,Overdose,136
50512,Person in Crisis,150
50513,Person in Crisis,42
50514,Suicide-related,39
50515,Person in Crisis,162
50516,Suicide-related,95
50517,Suicide-related,168
50518,Suicide-related,172
50519,Suicide-related,85
50520,Overdose,166
50521,Person in Crisis,170
50522,Suicide-related,120
50523,Person in Crisis,170
50524,Person in Crisis,68
50525,Person in Crisis,61
50526,Person in Crisis,1
50527,Person in Crisis,63
50528,Person in Crisis,144
50529,Suicide-related,28
50530,Suicide-related,78
50531,Person in Crisis,123
50532,Suicide-related,121
50533,Person in Crisis,73
50534,Person in Crisis,64
50535,Suicide-related,167
50536,Person in Crisis,83
50537,Person in Crisis,162
50538,Person in Crisis,169
50539,Suicide-related,16
50540,Suicide-related,85
50541,Person in Crisis,166
50542,Person in Crisis,168
50543,Person in Crisis,166
