_id,OBJECTID,EVENT_ID,EVENT_DATE,EVENT_YEAR,EVENT_MONTH,EVENT_DOW,EVENT_HOUR,EVENT_TYPE,DIVISION,OCCURRENCE_CREATED,APPREHENSION_MADE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140
20786,20786,3421477,NA,2014,December,Monday,16,Suicide-related,D52,No,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
20787,20787,3423452,NA,2014,December,Monday,23,Person in Crisis,D14,No,No,163,Fort York-Liberty Village,82,Niagara (82)
20788,20788,3422084,NA,2014,December,Monday,18,Person in Crisis,D41,No,No,126,Dorset Park,126,Dorset Park (126)
20789,20789,3418705,NA,2014,December,Monday,8,Person in Crisis,D51,No,No,168,Downtown Yonge East,75,Church-Yonge Corridor (75)
20790,20790,3422369,NA,2014,December,Monday,19,Person in Crisis,D13,No,No,94,Wychwood,94,Wychwood (94)
20791,20791,3423469,NA,2014,December,Monday,23,Overdose,D51,No,No,73,Moss Park,73,Moss Park (73)
20792,20792,3422497,NA,2014,December,Monday,19,Overdose,D53,Yes,No,100,Yonge-Eglinton,100,Yonge-Eglinton (100)
20793,20793,3422412,NA,2014,December,Monday,19,Person in Crisis,D32,No,No,36,Newtonbrook West,36,Newtonbrook West (36)
20794,20794,3421303,NA,2014,December,Monday,15,Suicide-related,D12,Yes,Yes,113,Weston,113,Weston (113)
20795,20795,3420987,NA,2014,December,Monday,15,Person in Crisis,D13,Yes,No,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106)
20796,20796,3423126,NA,2014,December,Monday,22,Suicide-related,D31,Yes,No,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26)
20797,20797,3420354,NA,2014,December,Monday,13,Suicide-related,D43,No,No,134,Highland Creek,134,Highland Creek (134)
20798,20798,3420557,NA,2014,December,Monday,13,Person in Crisis,D12,No,No,28,Rustic,28,Rustic (28)
20799,20799,3422005,NA,2014,December,Monday,17,Suicide-related,D22,No,No,18,New Toronto,18,New Toronto (18)
20800,20800,3420039,NA,2014,December,Monday,12,Person in Crisis,D12,Yes,No,113,Weston,113,Weston (113)
20801,20801,3418363,NA,2014,December,Monday,7,Overdose,D14,Yes,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
20802,20802,3420790,NA,2014,December,Monday,14,Person in Crisis,D14,No,No,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81)
20803,20803,3419784,NA,2014,December,Monday,11,Person in Crisis,D53,No,No,96,Casa Loma,96,Casa Loma (96)
20804,20804,3421848,NA,2014,December,Monday,17,Person in Crisis,D53,Yes,Yes,101,Forest Hill South,101,Forest Hill South (101)
20805,20805,3422512,NA,2014,December,Monday,19,Person in Crisis,D51,Yes,No,74,North St.James Town,74,North St.James Town (74)
20806,20806,3423151,NA,2014,December,Monday,22,Person in Crisis,D13,Yes,No,32,Englemount-Lawrence,32,Englemount-Lawrence (32)
20807,20807,3421974,NA,2014,December,Monday,17,Person in Crisis,D55,No,No,68,North Riverdale,68,North Riverdale (68)
20808,20808,3420629,NA,2014,December,Monday,14,Person in Crisis,D54,No,No,67,Playter Estates-Danforth,67,Playter Estates-Danforth (67)
20809,20809,3420250,NA,2014,December,Monday,12,Person in Crisis,D43,Yes,No,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137)
20810,20810,3419831,NA,2014,December,Monday,11,Person in Crisis,D51,No,No,73,Moss Park,73,Moss Park (73)
20811,20811,3417911,NA,2014,December,Monday,3,Person in Crisis,D22,No,No,159,Etobicoke City Centre,14,Islington-City Centre West (14)
20812,20812,3422812,NA,2014,December,Monday,20,Overdose,D51,Yes,No,168,Downtown Yonge East,75,Church-Yonge Corridor (75)
20813,20813,3420785,NA,2014,December,Monday,14,Person in Crisis,D41,Yes,Yes,121,Oakridge,121,Oakridge (121)
20814,20814,3422704,NA,2014,December,Monday,20,Overdose,D42,Yes,No,116,Steeles,116,Steeles (116)
20815,20815,3422029,NA,2014,December,Monday,18,Suicide-related,D51,No,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
20816,20816,3420788,NA,2014,December,Monday,14,Suicide-related,D53,Yes,No,95,Annex,95,Annex (95)
20817,20817,3419176,NA,2014,December,Monday,9,Person in Crisis,D41,No,No,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122)
20818,20818,3422008,NA,2014,December,Monday,17,Suicide-related,D14,No,No,162,West Queen West,82,Niagara (82)
20819,20819,3421492,NA,2014,December,Monday,16,Person in Crisis,D51,Yes,Yes,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71)
20820,20820,3429136,1418-10-12,2014,December,Tuesday,21,Person in Crisis,D12,No,No,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111)
20821,20821,3426672,1418-10-12,2014,December,Tuesday,13,Person in Crisis,D42,No,No,147,L'Amoreaux West,117,L'Amoreaux (117)
20822,20822,3428373,1418-10-12,2014,December,Tuesday,18,Person in Crisis,D41,No,No,121,Oakridge,121,Oakridge (121)
20823,20823,3427771,1418-10-12,2014,December,Tuesday,16,Person in Crisis,D14,No,No,162,West Queen West,82,Niagara (82)
20824,20824,3423730,1418-10-12,2014,December,Tuesday,1,Person in Crisis,D12,No,No,113,Weston,113,Weston (113)
20825,20825,3425997,1418-10-12,2014,December,Tuesday,11,Person in Crisis,D53,Yes,No,55,Thorncliffe Park,55,Thorncliffe Park (55)
20826,20826,3427785,1418-10-12,2014,December,Tuesday,16,Suicide-related,D54,Yes,Yes,54,O'Connor-Parkview,54,O'Connor-Parkview (54)
20827,20827,3428480,1418-10-12,2014,December,Tuesday,19,Suicide-related,D14,Yes,Yes,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93)
20828,20828,3425497,1418-10-12,2014,December,Tuesday,10,Suicide-related,D43,No,No,136,West Hill,136,West Hill (136)
20829,20829,3423660,1418-10-12,2014,December,Tuesday,0,Person in Crisis,D23,No,No,4,Rexdale-Kipling,4,Rexdale-Kipling (4)
20830,20830,3423952,1418-10-12,2014,December,Tuesday,3,Person in Crisis,D22,Yes,Yes,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17)
20831,20831,3427334,1418-10-12,2014,December,Tuesday,15,Person in Crisis,D14,No,No,80,Palmerston-Little Italy,80,Palmerston-Little Italy (80)
20832,20832,3427392,1418-10-12,2014,December,Tuesday,15,Person in Crisis,D51,No,No,168,Downtown Yonge East,75,Church-Yonge Corridor (75)
20833,20833,3428473,1418-10-12,2014,December,Tuesday,19,Person in Crisis,D12,No,No,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111)
20834,20834,3424148,1418-10-12,2014,December,Tuesday,5,Person in Crisis,D51,No,No,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77)
20835,20835,3424038,1418-10-12,2014,December,Tuesday,4,Person in Crisis,D33,No,No,47,Don Valley Village,47,Don Valley Village (47)
20836,20836,3428600,1418-10-12,2014,December,Tuesday,19,Person in Crisis,D22,No,No,159,Etobicoke City Centre,14,Islington-City Centre West (14)
20837,20837,3423754,1418-10-12,2014,December,Tuesday,1,Person in Crisis,D52,No,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
20838,20838,3423712,1418-10-12,2014,December,Tuesday,1,Person in Crisis,D42,Yes,No,147,L'Amoreaux West,117,L'Amoreaux (117)
20839,20839,3423522,1418-10-12,2014,December,Tuesday,0,Person in Crisis,D52,No,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
20840,20840,3426656,1418-10-12,2014,December,Tuesday,13,Person in Crisis,D41,No,No,125,Ionview,125,Ionview (125)
20841,20841,3426803,1418-10-12,2014,December,Tuesday,14,Person in Crisis,D54,Yes,Yes,57,Broadview North,57,Broadview North (57)
20842,20842,3429438,1418-10-12,2014,December,Tuesday,23,Person in Crisis,D14,Yes,Yes,162,West Queen West,82,Niagara (82)
20843,20843,3425495,1418-10-12,2014,December,Tuesday,10,Person in Crisis,D43,Yes,Yes,138,Eglinton East,138,Eglinton East (138)
20844,20844,3427764,1418-10-12,2014,December,Tuesday,16,Suicide-related,D13,No,No,96,Casa Loma,96,Casa Loma (96)
20845,20845,3428175,1418-10-12,2014,December,Tuesday,18,Person in Crisis,D14,No,No,79,University,79,University (79)
20846,20846,3425616,1418-10-12,2014,December,Tuesday,10,Person in Crisis,D33,Yes,No,150,Fenside-Parkwoods,45,Parkwoods-Donalda (45)
20847,20847,3425788,1418-10-12,2014,December,Tuesday,11,Suicide-related,D23,Yes,No,3,Thistletown-Beaumond Heights,3,Thistletown-Beaumond Heights (3)
20848,20848,3428240,1418-10-12,2014,December,Tuesday,18,Suicide-related,D54,No,No,62,East End-Danforth,62,East End-Danforth (62)
20849,20849,3425642,1418-10-12,2014,December,Tuesday,10,Suicide-related,D12,Yes,No,113,Weston,113,Weston (113)
20850,20850,3428150,1418-10-12,2014,December,Tuesday,18,Person in Crisis,D43,No,No,135,Morningside,135,Morningside (135)
20851,20851,3427805,1418-10-12,2014,December,Tuesday,17,Overdose,D23,No,No,1,West Humber-Clairville,1,West Humber-Clairville (1)
20852,20852,3423686,1418-10-12,2014,December,Tuesday,1,Person in Crisis,D43,No,No,135,Morningside,135,Morningside (135)
20853,20853,3426466,1418-10-12,2014,December,Tuesday,13,Suicide-related,D14,No,No,163,Fort York-Liberty Village,82,Niagara (82)
20854,20854,3428908,1418-10-12,2014,December,Tuesday,21,Person in Crisis,D52,Yes,Yes,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77)
20855,20855,3428076,1418-10-12,2014,December,Tuesday,17,Suicide-related,D33,Yes,No,150,Fenside-Parkwoods,45,Parkwoods-Donalda (45)
20856,20856,3427406,1418-10-12,2014,December,Tuesday,15,Person in Crisis,D23,Yes,Yes,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2)
20857,20857,3425606,1418-10-12,2014,December,Tuesday,10,Overdose,D55,No,No,64,Woodbine Corridor,64,Woodbine Corridor (64)
20858,20858,3427777,1418-10-12,2014,December,Tuesday,16,Person in Crisis,D52,No,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
20859,20859,3425212,1418-10-12,2014,December,Tuesday,9,Person in Crisis,D33,No,No,52,Bayview Village,52,Bayview Village (52)
20860,20860,3427363,1418-10-12,2014,December,Tuesday,15,Suicide-related,D11,Yes,Yes,88,High Park North,88,High Park North (88)
20861,20861,3427862,1418-10-12,2014,December,Tuesday,17,Person in Crisis,D32,Yes,No,37,Willowdale West,37,Willowdale West (37)
20862,20862,3425029,1418-10-12,2014,December,Tuesday,9,Suicide-related,D55,Yes,Yes,70,South Riverdale,70,South Riverdale (70)
20863,20863,3425618,1418-10-12,2014,December,Tuesday,10,Suicide-related,D54,No,No,68,North Riverdale,68,North Riverdale (68)
20864,20864,3425541,1418-10-12,2014,December,Tuesday,10,Suicide-related,D42,No,No,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128)
20865,20865,3425545,1418-10-12,2014,December,Tuesday,10,Suicide-related,D41,No,No,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120)
20866,20866,3426026,1418-10-12,2014,December,Tuesday,11,Suicide-related,D41,No,No,126,Dorset Park,126,Dorset Park (126)
20867,20867,3428056,1418-10-12,2014,December,Tuesday,17,Person in Crisis,D41,No,No,121,Oakridge,121,Oakridge (121)
20868,20868,3423900,1418-10-12,2014,December,Tuesday,2,Person in Crisis,D14,No,No,163,Fort York-Liberty Village,82,Niagara (82)
20869,20869,3425372,1418-10-12,2014,December,Tuesday,10,Person in Crisis,D11,No,No,87,High Park-Swansea,87,High Park-Swansea (87)
20870,20870,3428074,1418-10-12,2014,December,Tuesday,17,Suicide-related,D42,Yes,Yes,147,L'Amoreaux West,117,L'Amoreaux (117)
20871,20871,3428489,1418-10-12,2014,December,Tuesday,19,Person in Crisis,D53,No,No,173,North Toronto,104,Mount Pleasant West (104)
20872,20872,3428861,1418-10-12,2014,December,Tuesday,20,Suicide-related,D22,Yes,Yes,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17)
20873,20873,3429184,1418-10-12,2014,December,Tuesday,22,Suicide-related,D33,Yes,Yes,150,Fenside-Parkwoods,45,Parkwoods-Donalda (45)
20874,20874,3426524,1418-10-12,2014,December,Tuesday,13,Person in Crisis,D41,No,No,124,Kennedy Park,124,Kennedy Park (124)
20875,20875,3426818,1418-10-12,2014,December,Tuesday,14,Person in Crisis,D33,Yes,Yes,52,Bayview Village,52,Bayview Village (52)
20876,20876,3428029,1418-10-12,2014,December,Tuesday,17,Suicide-related,D53,Yes,Yes,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98)
20877,20877,3423627,1418-10-12,2014,December,Tuesday,0,Suicide-related,D32,Yes,Yes,35,Westminster-Branson,35,Westminster-Branson (35)
20878,20878,3428661,1418-10-12,2014,December,Tuesday,19,Suicide-related,D43,No,No,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137)
20879,20879,3424090,1418-10-12,2014,December,Tuesday,4,Person in Crisis,D11,No,No,90,Junction Area,90,Junction Area (90)
20880,20880,3427433,1418-10-12,2014,December,Tuesday,15,Suicide-related,D32,No,No,35,Westminster-Branson,35,Westminster-Branson (35)
20881,20881,3428289,1418-10-12,2014,December,Tuesday,18,Suicide-related,D14,Yes,No,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81)
20882,20882,3428837,1418-10-12,2014,December,Tuesday,20,Overdose,D11,No,No,86,Roncesvalles,86,Roncesvalles (86)
20883,20883,3426385,1418-10-12,2014,December,Tuesday,12,Person in Crisis,D23,Yes,Yes,4,Rexdale-Kipling,4,Rexdale-Kipling (4)
20884,20884,3426720,1418-10-12,2014,December,Tuesday,13,Person in Crisis,D54,Yes,No,59,Danforth East York,59,Danforth East York (59)
20885,20885,3425367,1418-10-12,2014,December,Tuesday,10,Person in Crisis,D22,No,No,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17)
20886,20886,3424562,1418-10-12,2014,December,Tuesday,7,Suicide-related,D32,Yes,Yes,37,Willowdale West,37,Willowdale West (37)
20887,20887,3425421,1418-10-12,2014,December,Tuesday,10,Person in Crisis,D31,Yes,Yes,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26)
20888,20888,3423902,1418-10-12,2014,December,Tuesday,2,Overdose,D54,Yes,Yes,59,Danforth East York,59,Danforth East York (59)
20889,20889,3425875,1418-10-12,2014,December,Tuesday,11,Person in Crisis,D51,No,No,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71)
20890,20890,3427889,1418-10-12,2014,December,Tuesday,17,Person in Crisis,D51,No,No,73,Moss Park,73,Moss Park (73)
20891,20891,3428647,1418-10-12,2014,December,Tuesday,19,Person in Crisis,D22,No,No,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17)
20892,20892,3425731,1418-10-12,2014,December,Tuesday,11,Person in Crisis,D23,Yes,No,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8)
20893,20893,3427823,1418-10-12,2014,December,Tuesday,17,Person in Crisis,D32,Yes,Yes,37,Willowdale West,37,Willowdale West (37)
20894,20894,3429361,1418-10-12,2014,December,Tuesday,22,Person in Crisis,D14,No,No,85,South Parkdale,85,South Parkdale (85)
20895,20895,3428955,1418-10-12,2014,December,Tuesday,21,Person in Crisis,D14,Yes,Yes,95,Annex,95,Annex (95)
20896,20896,3435427,NA,2014,December,Wednesday,21,Person in Crisis,D54,No,No,61,Taylor-Massey,61,Taylor-Massey (61)
20897,20897,3429639,NA,2014,December,Wednesday,0,Suicide-related,D31,Yes,Yes,27,York University Heights,27,York University Heights (27)
20898,20898,3433243,NA,2014,December,Wednesday,14,Person in Crisis,D52,No,No,169,Bay-Cloverhill,76,Bay Street Corridor (76)
20899,20899,3432838,NA,2014,December,Wednesday,13,Suicide-related,D13,No,No,96,Casa Loma,96,Casa Loma (96)
20900,20900,3434781,NA,2014,December,Wednesday,19,Person in Crisis,D43,No,No,136,West Hill,136,West Hill (136)
20901,20901,3431556,NA,2014,December,Wednesday,10,Person in Crisis,D51,No,No,168,Downtown Yonge East,75,Church-Yonge Corridor (75)
20902,20902,3429785,NA,2014,December,Wednesday,1,Person in Crisis,D11,No,No,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93)
20903,20903,3434370,NA,2014,December,Wednesday,17,Person in Crisis,D32,Yes,Yes,103,Lawrence Park South,103,Lawrence Park South (103)
20904,20904,3432646,NA,2014,December,Wednesday,13,Person in Crisis,D11,No,No,83,Dufferin Grove,83,Dufferin Grove (83)
20905,20905,3430553,NA,2014,December,Wednesday,7,Person in Crisis,D33,No,No,53,Henry Farm,53,Henry Farm (53)
20906,20906,3430690,NA,2014,December,Wednesday,7,Person in Crisis,D41,No,No,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120)
20907,20907,3434113,NA,2014,December,Wednesday,17,Person in Crisis,D43,Yes,No,135,Morningside,135,Morningside (135)
20908,20908,3433794,NA,2014,December,Wednesday,16,Person in Crisis,D22,No,No,18,New Toronto,18,New Toronto (18)
20909,20909,3435096,NA,2014,December,Wednesday,20,Person in Crisis,D23,No,No,3,Thistletown-Beaumond Heights,3,Thistletown-Beaumond Heights (3)
20910,20910,3429623,NA,2014,December,Wednesday,0,Suicide-related,D11,No,No,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93)
20911,20911,3435505,NA,2014,December,Wednesday,21,Suicide-related,D41,Yes,No,124,Kennedy Park,124,Kennedy Park (124)
20912,20912,3433052,NA,2014,December,Wednesday,14,Person in Crisis,D14,Yes,Yes,84,Little Portugal,84,Little Portugal (84)
20913,20913,3433275,NA,2014,December,Wednesday,14,Suicide-related,D51,Yes,No,73,Moss Park,73,Moss Park (73)
20914,20914,3430198,NA,2014,December,Wednesday,4,Suicide-related,D54,No,No,62,East End-Danforth,62,East End-Danforth (62)
20915,20915,3434116,NA,2014,December,Wednesday,17,Person in Crisis,D51,Yes,Yes,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77)
20916,20916,3432338,NA,2014,December,Wednesday,12,Suicide-related,D54,No,No,61,Taylor-Massey,61,Taylor-Massey (61)
20917,20917,3432916,NA,2014,December,Wednesday,13,Suicide-related,D32,No,No,35,Westminster-Branson,35,Westminster-Branson (35)
20918,20918,3432981,NA,2014,December,Wednesday,14,Suicide-related,D51,Yes,No,167,Church-Wellesley,75,Church-Yonge Corridor (75)
20919,20919,3435840,NA,2014,December,Wednesday,23,Person in Crisis,D51,No,No,166,St Lawrence-East Bayfront-The Islands,73,Moss Park (73)
20920,20920,3429716,NA,2014,December,Wednesday,0,Overdose,D43,Yes,Yes,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137)
20921,20921,3431521,NA,2014,December,Wednesday,10,Person in Crisis,D14,Yes,Yes,85,South Parkdale,85,South Parkdale (85)
20922,20922,3430117,NA,2014,December,Wednesday,4,Person in Crisis,D14,Yes,No,162,West Queen West,82,Niagara (82)
20923,20923,3430095,NA,2014,December,Wednesday,3,Suicide-related,D42,Yes,Yes,145,Malvern West,132,Malvern (132)
20924,20924,3433874,NA,2014,December,Wednesday,16,Person in Crisis,D12,No,No,91,Weston-Pelham Park,91,Weston-Pellam Park (91)
20925,20925,3433547,NA,2014,December,Wednesday,15,Person in Crisis,D51,No,No,168,Downtown Yonge East,75,Church-Yonge Corridor (75)
20926,20926,3434136,NA,2014,December,Wednesday,17,Suicide-related,D31,No,No,27,York University Heights,27,York University Heights (27)
20927,20927,3432308,NA,2014,December,Wednesday,12,Person in Crisis,D43,Yes,No,139,Scarborough Village,139,Scarborough Village (139)
20928,20928,3432943,NA,2014,December,Wednesday,13,Person in Crisis,D51,No,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
20929,20929,3431933,NA,2014,December,Wednesday,11,Person in Crisis,D12,Yes,Yes,29,Maple Leaf,29,Maple Leaf (29)
20930,20930,3433280,NA,2014,December,Wednesday,14,Person in Crisis,D51,Yes,No,73,Moss Park,73,Moss Park (73)
20931,20931,3435879,NA,2014,December,Wednesday,23,Person in Crisis,D11,No,No,85,South Parkdale,85,South Parkdale (85)
20932,20932,3430943,NA,2014,December,Wednesday,8,Person in Crisis,D41,No,No,119,Wexford/Maryvale,119,Wexford/Maryvale (119)
20933,20933,3435900,NA,2014,December,Wednesday,23,Person in Crisis,D43,No,No,136,West Hill,136,West Hill (136)
20934,20934,3435254,NA,2014,December,Wednesday,20,Suicide-related,D11,No,No,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93)
20935,20935,3431049,NA,2014,December,Wednesday,8,Overdose,D51,Yes,Yes,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77)
20936,20936,3434015,NA,2014,December,Wednesday,16,Person in Crisis,D42,Yes,No,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118)
20937,20937,3433215,NA,2014,December,Wednesday,14,Suicide-related,D43,No,No,136,West Hill,136,West Hill (136)
20938,20938,3434755,NA,2014,December,Wednesday,19,Person in Crisis,D14,Yes,No,162,West Queen West,82,Niagara (82)
20939,20939,3431789,NA,2014,December,Wednesday,10,Person in Crisis,D32,No,No,33,Clanton Park,33,Clanton Park (33)
20940,20940,3429853,NA,2014,December,Wednesday,1,Suicide-related,D55,Yes,Yes,70,South Riverdale,70,South Riverdale (70)
20941,20941,3431468,NA,2014,December,Wednesday,9,Person in Crisis,D55,Yes,No,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65)
20942,20942,3430927,NA,2014,December,Wednesday,8,Person in Crisis,D51,Yes,No,168,Downtown Yonge East,75,Church-Yonge Corridor (75)
20943,20943,3435606,NA,2014,December,Wednesday,22,Person in Crisis,D32,No,No,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31)
20944,20944,3434117,NA,2014,December,Wednesday,17,Person in Crisis,D22,Yes,Yes,159,Etobicoke City Centre,14,Islington-City Centre West (14)
20945,20945,3429600,NA,2014,December,Wednesday,0,Person in Crisis,D41,No,No,124,Kennedy Park,124,Kennedy Park (124)
20946,20946,3429966,NA,2014,December,Wednesday,2,Person in Crisis,D14,Yes,No,162,West Queen West,82,Niagara (82)
20947,20947,3432187,NA,2014,December,Wednesday,11,Person in Crisis,D55,No,No,62,East End-Danforth,62,East End-Danforth (62)
20948,20948,3435192,NA,2014,December,Wednesday,20,Person in Crisis,D54,Yes,Yes,59,Danforth East York,59,Danforth East York (59)
20949,20949,3431575,NA,2014,December,Wednesday,10,Person in Crisis,D23,No,No,4,Rexdale-Kipling,4,Rexdale-Kipling (4)
20950,20950,3432952,NA,2014,December,Wednesday,13,Person in Crisis,D14,No,No,162,West Queen West,82,Niagara (82)
20951,20951,3430375,NA,2014,December,Wednesday,6,Person in Crisis,D41,Yes,No,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120)
20952,20952,3434343,NA,2014,December,Wednesday,17,Person in Crisis,D32,Yes,Yes,38,Lansing-Westgate,38,Lansing-Westgate (38)
20953,20953,3435592,NA,2014,December,Wednesday,22,Person in Crisis,D32,No,No,36,Newtonbrook West,36,Newtonbrook West (36)
20954,20954,3435726,NA,2014,December,Wednesday,22,Suicide-related,D11,No,No,83,Dufferin Grove,83,Dufferin Grove (83)
20955,20955,3430361,NA,2014,December,Wednesday,6,Overdose,D52,No,No,164,Wellington Place,77,Waterfront Communities-The Island (77)
20956,20956,3430104,NA,2014,December,Wednesday,3,Suicide-related,D52,No,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
20957,20957,3431692,NA,2014,December,Wednesday,10,Suicide-related,D32,No,No,155,Downsview,26,Downsview-Roding-CFB (26)
20958,20958,3431990,NA,2014,December,Wednesday,11,Person in Crisis,D33,No,No,53,Henry Farm,53,Henry Farm (53)
20959,20959,3433752,NA,2014,December,Wednesday,16,Person in Crisis,D43,Yes,No,136,West Hill,136,West Hill (136)
20960,20960,3432348,NA,2014,December,Wednesday,12,Person in Crisis,D52,Yes,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
20961,20961,3432300,NA,2014,December,Wednesday,12,Person in Crisis,D55,No,No,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65)
20962,20962,3433979,NA,2014,December,Wednesday,16,Person in Crisis,D52,No,No,169,Bay-Cloverhill,76,Bay Street Corridor (76)
20963,20963,3432113,NA,2014,December,Wednesday,11,Person in Crisis,D12,No,No,113,Weston,113,Weston (113)
20964,20964,3432643,NA,2014,December,Wednesday,13,Suicide-related,D41,No,No,126,Dorset Park,126,Dorset Park (126)
20965,20965,3433365,NA,2014,December,Wednesday,15,Person in Crisis,D52,No,No,169,Bay-Cloverhill,76,Bay Street Corridor (76)
20966,20966,3429781,NA,2014,December,Wednesday,1,Person in Crisis,D55,No,No,68,North Riverdale,68,North Riverdale (68)
20967,20967,3437297,NA,2014,December,Thursday,8,Person in Crisis,D43,No,No,136,West Hill,136,West Hill (136)
20968,20968,3439052,NA,2014,December,Thursday,14,Person in Crisis,D42,Yes,No,46,Pleasant View,46,Pleasant View (46)
20969,20969,3440022,NA,2014,December,Thursday,17,Suicide-related,D53,No,No,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98)
20970,20970,3440755,NA,2014,December,Thursday,19,Person in Crisis,D51,No,No,168,Downtown Yonge East,75,Church-Yonge Corridor (75)
20971,20971,3436481,NA,2014,December,Thursday,3,Person in Crisis,D13,Yes,No,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93)
20972,20972,3438902,NA,2014,December,Thursday,13,Suicide-related,D22,Yes,No,18,New Toronto,18,New Toronto (18)
20973,20973,3439383,NA,2014,December,Thursday,15,Person in Crisis,D51,No,No,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71)
20974,20974,3437942,NA,2014,December,Thursday,10,Suicide-related,D53,No,No,174,South Eglinton-Davisville,104,Mount Pleasant West (104)
20975,20975,3439107,NA,2014,December,Thursday,14,Person in Crisis,D32,Yes,Yes,153,Avondale,51,Willowdale East (51)
20976,20976,3440419,NA,2014,December,Thursday,18,Person in Crisis,D14,No,No,162,West Queen West,82,Niagara (82)
20977,20977,3439296,NA,2014,December,Thursday,15,Person in Crisis,D54,No,No,54,O'Connor-Parkview,54,O'Connor-Parkview (54)
20978,20978,3437651,NA,2014,December,Thursday,9,Person in Crisis,D23,Yes,Yes,1,West Humber-Clairville,1,West Humber-Clairville (1)
20979,20979,3440354,NA,2014,December,Thursday,18,Person in Crisis,D32,No,No,36,Newtonbrook West,36,Newtonbrook West (36)
20980,20980,3440447,NA,2014,December,Thursday,18,Suicide-related,D51,No,No,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71)
20981,20981,3440135,NA,2014,December,Thursday,17,Person in Crisis,D43,No,No,135,Morningside,135,Morningside (135)
20982,20982,3436851,NA,2014,December,Thursday,6,Suicide-related,D32,No,No,27,York University Heights,27,York University Heights (27)
20983,20983,3437948,NA,2014,December,Thursday,10,Person in Crisis,D43,No,No,135,Morningside,135,Morningside (135)
20984,20984,3437403,NA,2014,December,Thursday,9,Suicide-related,D55,Yes,Yes,68,North Riverdale,68,North Riverdale (68)
20985,20985,3439911,NA,2014,December,Thursday,16,Person in Crisis,D31,Yes,Yes,21,Humber Summit,21,Humber Summit (21)
20986,20986,3438349,NA,2014,December,Thursday,12,Person in Crisis,D51,No,No,73,Moss Park,73,Moss Park (73)
20987,20987,3440029,NA,2014,December,Thursday,17,Suicide-related,D41,Yes,No,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120)
20988,20988,3436441,NA,2014,December,Thursday,3,Person in Crisis,D11,No,No,88,High Park North,88,High Park North (88)
